filename,width,height,class,xmin,ymin,xmax,ymax
01_planodatavedio_mp4-0216_jpg.rf.zstqVM2hj3hksRHMYa8E.jpg,640,640,sprite,504,196,640,465
01_planodatavedio_mp4-0216_jpg.rf.zstqVM2hj3hksRHMYa8E.jpg,640,640,sprite,465,549,610,640
01_planodatavedio_mp4-0216_jpg.rf.zstqVM2hj3hksRHMYa8E.jpg,640,640,sprite,324,550,466,640
01_planodatavedio_mp4-0216_jpg.rf.zstqVM2hj3hksRHMYa8E.jpg,640,640,sprite,198,545,328,640
01_planodatavedio_mp4-0216_jpg.rf.zstqVM2hj3hksRHMYa8E.jpg,640,640,sprite,62,543,209,640
Screenshot-2025-09-12-042716_png.rf.CoSeggtyizgaqo9HTInO.jpg,640,640,Mirinda,477,109,537,607
zoom_out_-7-_jpg.rf.D3EicAu3HSNPSUorsUjN.jpg,640,640,Coca-Cola,122,148,262,489
zoom_out_-7-_jpg.rf.D3EicAu3HSNPSUorsUjN.jpg,640,640,Coca-Cola,258,163,386,485
zoom_out_-7-_jpg.rf.D3EicAu3HSNPSUorsUjN.jpg,640,640,Coca-Cola,383,164,519,489
zoom_out_-11-_jpg.rf.D3zp2jrejLRQ8QjFM8va.jpg,640,640,Coca-Cola,68,82,239,553
zoom_out_-11-_jpg.rf.D3zp2jrejLRQ8QjFM8va.jpg,640,640,Coca-Cola,398,74,568,554
zoom_out_-11-_jpg.rf.D3zp2jrejLRQ8QjFM8va.jpg,640,640,Coca-Cola,233,79,402,562
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,226,171,317,304
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,320,171,405,316
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,148,355,221,483
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,455,347,516,467
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,513,343,588,462
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,108,526,187,624
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,196,510,268,620
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,273,516,335,614
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,345,514,421,611
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,547,505,608,601
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,491,507,550,605
01_planodatavedio_mp4-0062_jpg.rf.Cyr6gQF7SqBxZSZzG8pg.jpg,640,640,sprite,420,512,494,608
Buy-Pepsi-Can-300-ml-Available-Online_jpg.rf.DCCgxDUpMUJtRadXuMcH.jpg,416,416,Pepsi,34,62,376,346
WhatsApp Video 2025-01-15 at 14_50_32_7ff6a28e_mp4-0013_jpg.rf.DotPHTxPWeEy2wtQxLeQ.jpg,480,848,7up,137,4,479,803
01_planodatavedio_mp4-0040_jpg.rf.E1ZRv2gAobZuSY9tHnjm.jpg,640,640,sprite,115,4,305,229
01_planodatavedio_mp4-0040_jpg.rf.E1ZRv2gAobZuSY9tHnjm.jpg,640,640,sprite,5,0,111,239
01_planodatavedio_mp4-0040_jpg.rf.E1ZRv2gAobZuSY9tHnjm.jpg,640,640,sprite,468,7,639,234
01_planodatavedio_mp4-0040_jpg.rf.E1ZRv2gAobZuSY9tHnjm.jpg,640,640,sprite,421,367,597,606
01_planodatavedio_mp4-0040_jpg.rf.E1ZRv2gAobZuSY9tHnjm.jpg,640,640,sprite,271,366,437,596
01_planodatavedio_mp4-0040_jpg.rf.E1ZRv2gAobZuSY9tHnjm.jpg,640,640,sprite,128,373,273,605
01_planodatavedio_mp4-0040_jpg.rf.E1ZRv2gAobZuSY9tHnjm.jpg,640,640,sprite,0,375,131,610
Coke-Vs-Pepsi---YouTube_jpg.rf.DEd1oBkzUzfofKReDT4e.jpg,416,416,Pepsi,0,198,356,416
Screenshot-2025-09-12-042716_png.rf.E4Cy7gTGgCN5a9B1lc7O.jpg,640,640,Mirinda,477,109,537,607
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0017_jpg.rf.EG0BXMdXYK4n2nNyhHg0.jpg,848,480,7up,578,0,755,444
Buy-Pepsi-Can-33cl-online-in-Lagos-_-FoodCo__jpg.rf.ECNn9zFcu1IPpTVJFvHg.jpg,416,416,Pepsi,50,109,361,317
Buy-Pepsi_-Bottles_-16-Fl-Oz--Pack-of-6_yyth_jpg.rf.Eo64P6NYc211T0Z9kuVf.jpg,416,416,Pepsi,12,0,185,400
Buy-Pepsi_-Bottles_-16-Fl-Oz--Pack-of-6_yyth_jpg.rf.Eo64P6NYc211T0Z9kuVf.jpg,416,416,Pepsi,131,0,297,416
Buy-Pepsi_-Bottles_-16-Fl-Oz--Pack-of-6_yyth_jpg.rf.Eo64P6NYc211T0Z9kuVf.jpg,416,416,Pepsi,250,11,410,416
Screenshot-2025-09-11-183516_png.rf.EihxaK4LLhQePPRjR5OH.jpg,640,640,Mirinda,283,45,396,538
02_panodata_mp4-0030_jpg.rf.EOADJj8dXWXUz8fAXqFC.jpg,640,640,sprite,179,23,252,141
02_panodata_mp4-0030_jpg.rf.EOADJj8dXWXUz8fAXqFC.jpg,640,640,sprite,427,1,512,129
02_panodata_mp4-0030_jpg.rf.EOADJj8dXWXUz8fAXqFC.jpg,640,640,sprite,248,337,324,451
02_panodata_mp4-0030_jpg.rf.EOADJj8dXWXUz8fAXqFC.jpg,640,640,sprite,201,338,253,446
02_panodata_mp4-0030_jpg.rf.EOADJj8dXWXUz8fAXqFC.jpg,640,640,sprite,152,336,204,429
02_panodata_mp4-0030_jpg.rf.EOADJj8dXWXUz8fAXqFC.jpg,640,640,sprite,408,511,484,622
02_panodata_mp4-0030_jpg.rf.EOADJj8dXWXUz8fAXqFC.jpg,640,640,sprite,89,333,153,431
02_panodata_mp4-0030_jpg.rf.EOADJj8dXWXUz8fAXqFC.jpg,640,640,sprite,529,182,591,305
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,502,0,592,250
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,420,0,500,249
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,338,0,425,263
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,257,3,337,253
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,188,1,258,212
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,84,1,187,255
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,3,3,100,250
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,389,370,495,671
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,298,319,389,601
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,163,361,262,656
planogram2_mp4-0008_jpg.rf.F2Bl8EdtBSJfhFVt1FBP.jpg,1280,720,7up,65,353,175,654
horizontal_flip_-2024-07-10T124814-426_jpg.rf.F07n780Nix6Zo5ZRdwYr.jpg,640,640,Coca-Cola,144,84,336,605
horizontal_flip_-2024-07-10T124814-426_jpg.rf.F07n780Nix6Zo5ZRdwYr.jpg,640,640,Coca-Cola,330,99,485,533
Differences-Between-Coke-and-Pepsi_jpg.rf.EuLYm5fsB1ACTPXsZs99.jpg,416,416,Pepsi,0,0,155,238
Differences-Between-Coke-and-Pepsi_jpg.rf.EuLYm5fsB1ACTPXsZs99.jpg,416,416,Pepsi,122,0,228,128
Differences-Between-Coke-and-Pepsi_jpg.rf.EuLYm5fsB1ACTPXsZs99.jpg,416,416,Pepsi,172,0,291,159
Differences-Between-Coke-and-Pepsi_jpg.rf.EuLYm5fsB1ACTPXsZs99.jpg,416,416,Pepsi,251,32,384,232
Differences-Between-Coke-and-Pepsi_jpg.rf.EuLYm5fsB1ACTPXsZs99.jpg,416,416,Pepsi,321,61,416,253
Differences-Between-Coke-and-Pepsi_jpg.rf.EuLYm5fsB1ACTPXsZs99.jpg,416,416,Pepsi,292,196,416,416
Buy-Pepsi-Cola-Can---330ml-Online---Shop_yyt_jpg.rf.FGcZWNoQgtVwhXLRClCR.jpg,416,416,Pepsi,127,12,288,404
01_planodatavedio_mp4-0092_jpg.rf.FLDivfS29gUWJfGBIKFb.jpg,640,640,sprite,493,299,636,532
01_planodatavedio_mp4-0092_jpg.rf.FLDivfS29gUWJfGBIKFb.jpg,640,640,sprite,0,328,115,543
01_planodatavedio_mp4-0092_jpg.rf.FLDivfS29gUWJfGBIKFb.jpg,640,640,sprite,29,0,185,247
01_planodatavedio_mp4-0092_jpg.rf.FLDivfS29gUWJfGBIKFb.jpg,640,640,sprite,358,319,495,537
01_planodatavedio_mp4-0018_jpg.rf.FVIax0IGQg6bI62MKqsM.jpg,640,640,sprite,229,2,476,429
01_planodatavedio_mp4-0018_jpg.rf.FVIax0IGQg6bI62MKqsM.jpg,640,640,sprite,476,122,640,428
01_planodatavedio_mp4-0018_jpg.rf.FVIax0IGQg6bI62MKqsM.jpg,640,640,sprite,64,550,244,640
01_planodatavedio_mp4-0018_jpg.rf.FVIax0IGQg6bI62MKqsM.jpg,640,640,sprite,238,541,428,638
Screenshot-2025-09-11-163724_png.rf.FkAFIZ8SzNLMAmCpJuGw.jpg,640,640,Mirinda,48,9,459,613
Screenshot-2025-09-11-183843_png.rf.FPKkybdJD43tnEqdQ2Q0.jpg,640,640,Mirinda,171,141,326,640
zoom_out_-42-_jpg.rf.FgtUAmHDg6ZDDEmG3Q5G.jpg,640,640,Coca-Cola,314,217,484,546
zoom_out_-42-_jpg.rf.FgtUAmHDg6ZDDEmG3Q5G.jpg,640,640,Coca-Cola,82,111,323,561
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0000_jpg.rf.Ft3TyqDmJVt3xHcoyZ9u.jpg,480,848,7up,205,282,309,639
zoom_out_-2024-07-10T124731-718_jpg.rf.G2UjBMQ0fzB8OB3vdq6w.jpg,640,640,Coca-Cola,215,197,345,502
zoom_out_-2024-07-10T124731-718_jpg.rf.G2UjBMQ0fzB8OB3vdq6w.jpg,640,640,Coca-Cola,338,194,468,508
vertical_flip_60_jpg.rf.GE5pQJKTUUAgmR7BMLoZ.jpg,640,640,Coca-Cola,63,108,330,589
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0011_jpg.rf.GGI92bzEN8EJtv7XaX4U.jpg,480,848,7up,77,297,168,601
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0011_jpg.rf.GGI92bzEN8EJtv7XaX4U.jpg,480,848,7up,290,199,393,573
Screenshot-2025-09-12-042700_png.rf.mBlvijSbOU3cucrMpjNw.jpg,640,640,Mirinda,467,333,527,640
Screenshot-2025-09-12-042700_png.rf.mBlvijSbOU3cucrMpjNw.jpg,640,640,Mirinda,518,327,583,640
Screenshot-2025-09-12-042700_png.rf.mBlvijSbOU3cucrMpjNw.jpg,640,640,Mirinda,579,326,635,640
02_panodata_mp4-0027_jpg.rf.GNRTCFJGtQQwODfUqu8y.jpg,640,640,sprite,158,107,228,218
02_panodata_mp4-0027_jpg.rf.GNRTCFJGtQQwODfUqu8y.jpg,640,640,sprite,333,109,415,221
02_panodata_mp4-0027_jpg.rf.GNRTCFJGtQQwODfUqu8y.jpg,640,640,sprite,406,111,473,221
02_panodata_mp4-0027_jpg.rf.GNRTCFJGtQQwODfUqu8y.jpg,640,640,sprite,216,384,283,483
02_panodata_mp4-0027_jpg.rf.GNRTCFJGtQQwODfUqu8y.jpg,640,640,sprite,157,383,224,482
02_panodata_mp4-0027_jpg.rf.GNRTCFJGtQQwODfUqu8y.jpg,640,640,sprite,43,383,101,480
02_panodata_mp4-0027_jpg.rf.GNRTCFJGtQQwODfUqu8y.jpg,640,640,sprite,101,384,156,478
02_panodata_mp4-0027_jpg.rf.GNRTCFJGtQQwODfUqu8y.jpg,640,640,sprite,360,526,421,624
02_panodata_mp4-0027_jpg.rf.GNRTCFJGtQQwODfUqu8y.jpg,640,640,sprite,478,261,516,354
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,193,73,446,542
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,3,13,115,222
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,5,220,116,407
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,118,22,217,219
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,216,15,317,237
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,328,13,423,221
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,430,16,530,204
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,535,14,631,215
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,3,408,117,605
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,528,410,630,604
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,427,403,525,604
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,527,216,630,401
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,422,215,526,406
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,116,404,215,608
110_jpg.rf.mjxGSN9JNurmFEdG7A83.jpg,640,640,Coca-Cola,115,215,222,403
WhatsApp Video 2025-01-15 at 14_50_30_950dbe0e_mp4-0001_jpg.rf.mBpHzy033BmwswgA9QXD.jpg,480,848,Pepsi,0,55,89,761
WhatsApp Video 2025-01-15 at 14_50_30_950dbe0e_mp4-0001_jpg.rf.mBpHzy033BmwswgA9QXD.jpg,480,848,7up,217,69,455,775
Screenshot-2025-09-12-043019_png.rf.mQnE5CDKvjHef5wcrIVA.jpg,640,640,Mirinda,25,367,245,444
Screenshot-2025-09-12-043019_png.rf.mQnE5CDKvjHef5wcrIVA.jpg,640,640,Mirinda,22,326,245,403
Screenshot-2025-09-12-043019_png.rf.mQnE5CDKvjHef5wcrIVA.jpg,640,640,Mirinda,19,278,241,347
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0002_jpg.rf.mmPL73PaJhBQfeuWr1EI.jpg,848,480,Pepsi,0,135,42,361
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0002_jpg.rf.mmPL73PaJhBQfeuWr1EI.jpg,848,480,7up,54,95,161,385
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0002_jpg.rf.mmPL73PaJhBQfeuWr1EI.jpg,848,480,7up,626,8,799,480
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0002_jpg.rf.mmPL73PaJhBQfeuWr1EI.jpg,848,480,Pepsi,184,107,284,399
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0002_jpg.rf.mmPL73PaJhBQfeuWr1EI.jpg,848,480,Pepsi,457,5,599,455
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0002_jpg.rf.mmPL73PaJhBQfeuWr1EI.jpg,848,480,Pepsi,300,11,420,414
a117_jpg.rf.mwnzGShCTajklfq46pEe.jpg,640,640,7up,245,32,406,611
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,205,343,245,409
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,323,347,370,413
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,364,345,406,410
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,442,346,481,416
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,431,446,468,509
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,393,443,431,504
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,348,444,390,504
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,140,436,183,500
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,190,435,228,501
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,228,439,267,502
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,272,442,309,503
01_planodatavedio_mp4-0071_jpg.rf.n1HKjF4zbaKnNvFGbemF.jpg,640,640,sprite,310,438,346,505
Screenshot-2025-09-11-182916_png.rf.nYs0tJeZWcGwVvvEwC5x.jpg,640,640,Mirinda,380,5,599,267
zoom_out_-2024-07-10T124840-438_jpg.rf.n0cIIpcsDkr3Zj21b2MT.jpg,640,640,Coca-Cola,195,167,460,552
01_planodatavedio_mp4-0125_jpg.rf.ndODycYbZCqTyt0mzKm3.jpg,640,640,sprite,369,94,472,287
01_planodatavedio_mp4-0125_jpg.rf.ndODycYbZCqTyt0mzKm3.jpg,640,640,sprite,477,145,585,286
01_planodatavedio_mp4-0125_jpg.rf.ndODycYbZCqTyt0mzKm3.jpg,640,640,sprite,281,350,381,508
01_planodatavedio_mp4-0125_jpg.rf.ndODycYbZCqTyt0mzKm3.jpg,640,640,sprite,370,348,468,509
01_planodatavedio_mp4-0125_jpg.rf.ndODycYbZCqTyt0mzKm3.jpg,640,640,sprite,549,573,640,639
01_planodatavedio_mp4-0125_jpg.rf.ndODycYbZCqTyt0mzKm3.jpg,640,640,sprite,445,564,531,640
01_planodatavedio_mp4-0125_jpg.rf.ndODycYbZCqTyt0mzKm3.jpg,640,640,sprite,344,575,434,640
01_planodatavedio_mp4-0125_jpg.rf.ndODycYbZCqTyt0mzKm3.jpg,640,640,sprite,228,574,319,640
a108_jpg.rf.ncgiWGkcj7T7gLLsuOLs.jpg,640,640,7up,108,53,342,423
Buy-Pepsi-Can-300-ml-Available-Online_jpg.rf.nmECArB1ZFPhCDAvUS7U.jpg,416,416,Pepsi,34,46,376,362
WhatsApp Video 2025-01-15 at 14_50_32_be762203_mp4-0026_jpg.rf.ni2VHT1CnjDvmjj5wFBr.jpg,480,848,7up,214,412,339,732
HD-Cold-Pepsi-Soda-Can-Transparent-PNG-_-Cit_jpg.rf.nsYpxmSeZLDm8JxwJTFR.jpg,416,416,Pepsi,22,0,395,416
Screenshot-2025-09-11-163915_png.rf.o8mHIscVpequGklG0yTW.jpg,640,640,Mirinda,21,8,315,602
Screenshot-2025-09-11-163915_png.rf.o8mHIscVpequGklG0yTW.jpg,640,640,Mirinda,316,3,630,608
zoom_out_-9-_jpg.rf.o4xkBZoakIU2xwAUqrsa.jpg,640,640,Coca-Cola,84,258,196,490
zoom_out_-9-_jpg.rf.o4xkBZoakIU2xwAUqrsa.jpg,640,640,Coca-Cola,194,262,284,491
zoom_out_-9-_jpg.rf.o4xkBZoakIU2xwAUqrsa.jpg,640,640,Coca-Cola,279,264,368,489
zoom_out_-9-_jpg.rf.o4xkBZoakIU2xwAUqrsa.jpg,640,640,Coca-Cola,374,262,464,493
vertical_flip_214_jpg.rf.oAKLqvwyf2Cvo6WryrzS.jpg,640,640,Coca-Cola,245,113,332,438
Buy-Pepsi-Drink---------At-Best-Price_jpeg.rf.oO7yn1hWmEIKr4jX6eRY.jpg,416,416,Pepsi,20,104,397,309
Image_48_jpg.rf.oQuuaX4Dc0nMmiutHSoN.jpg,320,320,7up,236,25,317,273
Image_48_jpg.rf.oQuuaX4Dc0nMmiutHSoN.jpg,320,320,7up,164,29,242,277
Image_48_jpg.rf.oQuuaX4Dc0nMmiutHSoN.jpg,320,320,7up,96,30,166,277
Image_48_jpg.rf.oQuuaX4Dc0nMmiutHSoN.jpg,320,320,7up,23,34,100,287
Buy-Pepsi-Soda_-7-5-Ounce--Pack-of-10_jpg.rf.olCqiAicCzb6LgcULfbO.jpg,416,416,Pepsi,93,1,321,416
Diet-Pepsi-Cola-Soda-Pop_-16-9-oz_-6_jpeg.rf.ocmb5HB59joF1hP69Bt2.jpg,416,416,Pepsi,0,159,365,416
Diet-Pepsi-Cola-Soda-Pop_-16-9-oz_-6_jpeg.rf.ocmb5HB59joF1hP69Bt2.jpg,416,416,Pepsi,3,56,416,348
Diet-Pepsi-Cola-Soda-Pop_-16-9-oz_-6_jpeg.rf.ocmb5HB59joF1hP69Bt2.jpg,416,416,Pepsi,55,0,416,242
01_planodatavedio_mp4-0173_jpg.rf.oQTQz7ylzLefJPPtqtiJ.jpg,640,640,sprite,207,250,262,322
01_planodatavedio_mp4-0173_jpg.rf.oQTQz7ylzLefJPPtqtiJ.jpg,640,640,sprite,193,356,239,419
01_planodatavedio_mp4-0173_jpg.rf.oQTQz7ylzLefJPPtqtiJ.jpg,640,640,sprite,289,356,332,421
01_planodatavedio_mp4-0173_jpg.rf.oQTQz7ylzLefJPPtqtiJ.jpg,640,640,sprite,330,357,377,419
01_planodatavedio_mp4-0173_jpg.rf.oQTQz7ylzLefJPPtqtiJ.jpg,640,640,sprite,379,357,420,415
01_planodatavedio_mp4-0173_jpg.rf.oQTQz7ylzLefJPPtqtiJ.jpg,640,640,sprite,241,352,278,422
